F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
5.1891,1.7714,-197.88,810.37,11.3739,451.17,1,12176.22,-11125.56,1,-4.563,-1.46,5.26,9.11162,10.186,-259.32,8.139,3463.54,518.77,2.3133,,True
3.6957,2.972,-192.4,930.07,11.21994,457.17,0,7385.48,-14282.52,1,-7.77,-0.46,8.999,14.586,5.258,-1610.3,5.4909,2740.74,965.57,3.4536,,False
5.1771,3.518,-160.886,964.55,11.8452,380.67,1,8266.02,-10510.02,0,-9.348,-1.46,18.657,13.134,8.284,-1440.12,7.1706,3328,574.77,1.8465,,False
6.933,0.462,-206.72,1240.77,11.12682,1076.67,1,7422.884,-11685.42,0,-3.498,-1.46,9.591,9.362,5.9424,-1016.52,5.26767,2252.64,3483.07,2.5014,,False
4.2657,4.608,-195.3,4579.97,14.841,982.05,0,7392.64,-12502.02,0,-0.93783,-1.46,16.9277,9.3252,8.69,-1950.72,9.621,3297.35,486.77,3.795,,True
3.621,0.6914,-167.602,993.54,16.911,762.51,1,7472.02,-12200.52,0,-7.38,-0.46,21.04,12.716,9.162,-1498.04,5.538,3706.04,44.77,3.807,,False
8.199,0.5954,-165.838,163.97,11.016177,666.21,1,7455,-11455.32,0,-1.4706,-1.46,6,9.9684,7.362,-1834.12,6.3162,3432.15,-377.93,4.671,,False
5.358,0.36542,-206.06,-1604.03,11.30433,727.41,1,7399.66,-10521.72,1,-0.91623,-0.46,26.43,12.466,5.6144,-1334.88,6.7752,3296.69,589.47,1.9347,-9.61,False
6.672,4.038,-181.32,342.67,11.9139,-1177.83,1,7439.678,-11038.98,1,-2.3157,-0.46,19.081,10.8744,6.371,-1306.92,9.003,3423.19,774.4,1.0908,-10.8,False
4.9905,3.616,-161.006,988.79,12.3396,-464.73,1,7405.06,-11750.82,0,-6.507,-0.46,15.175,9.6988,7.332,-2213.52,6.4944,3218.94,511.17,1.3686,-10.87,True
3.7923,0.8774,-168.022,1059.7626,13.9308,828.09,1,7569.54,-19234.92,0,-7.587,-1.46,11.091,9.6882,5.9044,-2253.32,6.7998,3745.84,1157.17,6.201,-10.8,True
3.58611,1.6236,-181,75.87,11.7528,-585.93,0,7437.226,-97.92,0,-1.7286,-1.46,17.4401,9.3838,7.884,466.28,6.9189,3248.14,323.57,1.0806,,True
5.1315,1.5584,-170.316,891.57,12.4833,748.56,1,7469.12,-10911.72,1,-6.438,-0.46,13.907,9.262,6.0602,-264.92,10.773,3446.14,317.27,4.824,-11.35,True
5.0925,3.344,-224.52,-2560.03,11.7963,747.18,0,7496.8,-11323.521,1,-0.95424,-0.46,20.967,9.9424,5.6678,-1404.66,8.397,3397.78,824.47,6.384,-9.09,False
4.1358,2.806,-174.982,1098.79,15.84,785.37,0,7471.36,-17542.92,1,-1.6941,-0.46,29.12,10.0038,8.862,-2502.12,7.4427,3592.74,936.17,6.891,,False
4.4457,1.5716,-159.598,1039.62,11.031429,829.5,0,7466.18,-14338.92,0,-3.3717,-1.46,17.8574,9.5282,5.4886,-2520.52,7.485,3597.34,733.05,8.739,-10.18,False
3.50325,0.8028,-176.812,870.17,11.8965,162.27,1,7438.014,-10353.12,1,-2.2089,-1.46,10.887,12.54,6.1402,-1459.62,8.334,3284.21,1011.87,1.0974,,False
7.665,1.1414,-174.252,1230.67,14.433,984.09,0,7342.04,-11445.69,1,-1.95,-0.46,17.3286,10.5624,5.7236,-1253.32,7.9446,3529.44,30.97,4.488,-11.4,True
4.3011,3.392,-163.504,1192.77,11.011952,943.68,0,7434.9,-10945.92,1,-1.9569,-0.46,13.423,12.114,6.5506,-1302.52,6.7227,3356.449,750.64,7.011,,False
10.737,5.166,-170.474,469.87,11.014356,635.01,1,7451.94,-11362.86,1,-2.1942,-1.46,18.365,10.853,5.22652,-1640.66,6.3033,3481.04,662.12,4.431,,False
3.8916,5.812,-177.152,1185.07,12.4641,1277.97,0,7418.322,-12592.62,1,-6.432,-1.46,20.105,9.7514,7.18,-1274.72,6.7746,3266.9,618.37,1.9758,-10.16,False
5.61,3.942,-178.82,419.27,12.4512,-407.13,0,7660.62,-11927.22,1,-2.1639,-0.46,15.296,9.6814,6.2732,-1914.32,6.7185,3590.14,786.42,1.4502,-9.77,False
4.6245,2.2486,-180.02,1113.47,16.71,852.303,0,7361.72,-13156.32,0,-5.583,-1.46,25.13,14.724,7.028,-1595.98,12.906,3357.198,746.36,9.36,,False
4.029,0.5706,-167.296,1006.31,14.397,780.54,0,7598.3,-15451.92,1,-2.6226,-0.46,18.201,10.8078,8.748,-1868.52,10.182,3473.64,-1207.93,5.658,,True
3.852,1.1564,-234.46,1358.47,11.26998,1749.87,1,7394.36,-12467.52,0,-2.7681,-1.46,18.173,9.17104,6.4428,2291.48,8.154,3525.54,249.57,1.8219,-9.32,True
3.46461,2.398,-179.5,1077.17,11.029356,934.41,1,7378.22,-18844.92,0,-4.797,-1.46,10.418,10.44,6.7704,-1361.5,7.9908,3462.22,769.4,3.6081,,True
5.4438,1.0864,-188.86,982.55,11.09259,445.77,1,7460.04,-11995.92,0,-4.176,-0.46,12.289,16.642,6.2386,-1520.846,6.9462,3628.84,616.37,1.1235,-10.36,False
4.3056,0.8316,-224.96,1089.11,12.3543,824.73,1,7414.476,-13092.72,0,-6.669,-0.46,25.779,9.2146,7.768,-3373.72,10.587,3352.52,-299.93,6.696,-9.96,True
4.1109,0.9662,-190.1,1352.67,11.04096,452.37,1,7387.22,-14064.72,1,-1.1508,-0.46,11.209,13.364,7.81,-1653.6,11.97,3370.04,-113.73,1.6242,-8.59,False
3.9924,1.645,-165.054,718.27,12.204,267.87,0,7444.226,-8532.42,1,-3.0312,-0.46,24.492,9.6444,6.333,-768.92,5.33112,3585.04,113.77,1.4427,-11.08,True
3.7635,2.952,-160.558,1121.72,12.096,913.74,0,7470,-11026.2,1,-2.3235,-0.46,15.95,9.8734,7.156,-960.12,8.64,3310.77,812.54,6.525,-9.73,False
4.0995,2.1882,-161.436,965.81,12.3879,821.25,0,7442.658,-13073.52,0,-3.1839,-0.46,1.68,9.3836,6.2804,-1465.54,7.2543,3523.54,737.41,4.14,-9.74,False
4.2933,1.8554,-158.29,860.87,11.25129,353.67,1,7473.56,-11963.52,0,-4.314,-0.46,8.758,12.814,7.726,-1464.98,7.698,3610.74,663.48,1.4058,-10.09,False
8.19,0.6458,-174.408,1406.07,12.1794,1241.07,0,7426.87,-11562.03,1,-1.8264,-1.46,11.09,9.13804,5.30778,1733.48,6.1116,3845.14,650.92,2.496,,False
9.732,0.37082,-159.091,-604.03,11.20269,741.24,1,7458.26,-11323.059,1,-1.1004,-1.46,14.504,10.3468,5.8796,-1092.12,8.433,3554.04,3172.07,1.2876,,True
4.0116,1.3596,-166.678,810.07,11.07066,437.07,0,7452.72,-11131.41,0,-2.8044,-0.46,20.745,10.9,7.61,-1412.96,6.8217,3299.22,943.37,1.6425,-9.34,False
6.933,7.918,-162.73,1047.51,15.15,962.34,1,7246.28,-11198.31,0,-3.5826,-1.46,24.592,11.81,5.321,-1332.84,5.7066,3400.59,706.17,3.0912,-8.93,False
8.787,4.026,-160.782,1103.53,11.11842,683.76,1,7361.08,-11706.12,1,-4.233,-1.46,18.205,10.4582,8.518,-1772.32,13.95,3353.129,754.74,1.9722,,False
10.278,4.988,-158.6102,684.47,11.9067,55.77,0,7429.0874,-11582.22,0,-2.7792,-0.46,16.2729,10.5886,6.7166,-1972.32,5.8308,3146.04,810.33,2.1828,,False
6.474,1.8382,-158.864,1003.68,14.025,415.47,0,7428,-11270.85,1,-9.837,-1.46,24.3,12.79,6.128,-1417.38,7.6395,3432.4,847.17,1.1427,-10.81,True
4.2795,1.3792,-181.16,676.97,13.2684,-2444.43,1,7426.522,-13487.22,1,-2.1915,-1.46,10.511,14.328,5.7138,-1646.06,9.123,3380.2,776.83,1.04985,-8.58,False
9.951,0.6822,-199.56,817.47,11.05491,727.26,1,7422.586,-11675.52,0,-1.8798,-0.46,14.512,10.0564,8.89,-1829.92,7.4652,3605.34,367.17,3.3627,-9.59,False
5.6169,2.2308,-180.6,884.67,11.23752,143.07,1,8071.42,-11706.42,0,-4.623,-0.46,17.1831,10.2308,7.846,-1970.92,5.7888,3361.022,373.77,2.1201,,True
7.368,0.584,-164.21,1146.04,11.5002,1151.4,0,7375.38,-11569.71,0,-4.137,-1.46,20.176,10.7574,5.783,-1402.6,6.2352,3346.73,1210.97,1.6974,,False
8.73,0.8638,-180.38,1255.87,11.13117,1150.38,1,7397.12,-11382.36,0,-2.9265,-0.46,26.267,15.176,7.452,-1465.1,6.9435,3528.74,-846.93,2.5608,,True
4.8726,0.6672,-196.2,1029.75,11.634,431.67,1,7439.484,-13138.92,0,-3.984,-0.46,19.157,11.202,5.27958,-1908.12,5.9703,3550.54,-720.93,2.3082,,True
9.933,3.266,-160.294,1129.73,11.3187,328.17,0,7453.04,-11801.52,1,-3.756,-0.46,20.256,9.9372,5.9752,-2194.92,6.3927,3759.54,478.27,1.1982,-9.81,True
6.873,0.9136,-170.796,915.77,11.18127,485.37,1,7481.38,-12064.62,1,-5.787,-1.46,8.981,9.975,5.4942,-2068.32,8.811,3511.44,1067.27,2.9043,-9.73,True
3.7806,4.988,-184.84,-559.03,11.21859,-13.53,0,7326.76,-12026.22,0,-1.1166,-1.46,15.181,16.364,5.5182,-1543.136,5.8353,3406.11,676.39,1.5549,-9.36,True
11.832,2.434,-177.068,1484.67,11.06994,841.746,0,7421.912,-11448.21,0,-1.3029,-0.46,19.239,12.466,7.696,-1618.18,9.126,3303.25,432.17,7.398,-10.34,True
14.361,3.276,-210.38,700.27,11.7237,-519.03,0,7433.866,-11552.58,0,-2.8866,-1.46,16.8075,9.7972,5.4034,-2260.52,8.085,3521.64,834.07,1.4373,-7.53,False
3.6534,6.72,-166.566,1038.81,11.4159,868.9779,0,7887.62,-16717.92,1,-4.446,-1.46,10.713,9.884,5.14588,-1437.04,11.868,3406.31,813.75,5.253,,True
7.122,0.5606,-170.798,1118.37,12.2289,834.6,0,7404.72,-11721.12,0,-1.0971,-0.46,26.666,9.7616,6.8602,-1802.12,10.239,3342.09,1066.67,7.374,,False
8.769,1.597,-183.54,-48.03,11.07441,656.16,0,7444.506,-11419.53,0,-0.9117,-1.46,14.392,9.684,8.04,-1618.98,7.3536,3317.56,626.49,2.4261,,False
8.916,0.7936,-174.882,1163.67,11.10861,958.17,1,7448.884,-11398.08,1,-3.5844,-1.46,15.252,9.2892,7.822,-62.32,6.906,3349.95,1097.27,5.376,-10.21,False
7.116,0.7396,-170.574,921.97,11.8287,672.63,0,7485.02,-11499.66,0,-4.746,-1.46,20.673,10.9668,6.635,-1484.46,5.8362,4082.34,-250.93,2.4675,-10.01,True
4.9155,4.756,-165.488,705.57,11.8986,762.99,0,7462.94,-11681.22,1,-2.4315,-1.46,12.841,10.5106,5.74,-1390.02,6.3726,3816.94,664.99,3.4248,,True
4.0644,1.7426,-202.08,1409.37,17.172,857.163,0,7454.44,-15742.92,1,-1.8432,-0.46,12.844,11.064,6.316,-1799.12,8.421,3515.04,266.77,4.338,-9.08,True
15.489,0.42854,-227.1,772.17,12.8826,425.67,1,7373.2,-11429.58,1,-3.3093,-1.46,14.597,12.93,8.292,-1601.98,7.0962,3489.34,2104.07,2.493,,True
4.3851,6.622,-182.74,1060.556,11.793,762.84,1,7374.9,-14755.92,0,-1.5978,-0.46,19.711,10.2726,6.0856,-1925.72,5.8152,4072.64,775.77,3.2151,,False
6.2826,0.6618,-186.56,1402.27,11.016126,1470.87,0,7397.96,-11151.21,0,-1.5519,-1.46,22.332,9.2774,9.192,633.48,5.5029,3551.24,-614.93,1.6317,,True
4.9245,0.793,-172.64,1070.87,11.7996,852.528,1,7448.146,-13193.52,1,-8.04,-0.46,16.2209,9.61,5.8824,-1985.52,8.166,3531.74,1007.27,4.842,-10.39,True
14.697,3.806,-170.878,-1170.03,16.89,747.66,0,7379.68,-11517.54,1,-0.90003,-1.46,11.972,12.502,6.9574,-1679.38,5.7486,4191.54,584.97,6.048,-12.16,True
5.9892,3.748,-160.858,1147.05,12.2571,656.64,1,7442.106,-12795.72,0,-2.5455,-0.46,9.999,17.86,6.7902,-1612.72,6.4221,3894.64,542.87,2.13,,True
4.611,5.698,-200.38,768.57,11.015985,828.45,0,7426.158,-10710.12,0,-2.4663,-1.46,14.436,11.594,9.476,-1434.46,11.862,3354.517,627.86,9.54,,True
5.4534,0.9596,-182.44,2235.97,11.5962,878.772,0,7448.868,-12647.22,0,-0.8853,-1.46,21.054,11.504,5.31766,-1641.5,9.402,3519.84,-51.83,5.94,-8.79,True
4.3113,1.4602,-166.922,1253.87,11.22789,648.63,0,7461.08,-15343.92,0,-2.3409,-0.46,9.461,14.628,6.0982,-1639.82,5.5116,4271.54,843.27,1.4142,,False
4.0053,3.17,-172.894,1098.07,11.04561,886.641,1,7399.12,-12331.92,0,-4.854,-0.46,18.995,10.3138,6.5182,-1389.94,14.985,3338,827.77,5.892,-8.89,False
4.1127,0.7122,-163.628,-167.03,11.01603,327.87,1,7343.58,-15658.92,1,-1.401,-1.46,21.439,9.3626,8.462,-3942.52,13.089,3425.32,1558.87,2.9295,,True
3.7347,1.86,-171.63,114.07,11.7438,518.37,1,7219.22,-13486.62,1,-0.90762,-1.46,18.919,9.9664,7.266,-2132.12,6.2142,3077.64,203.07,2.8716,-8.29,False
16.305,4.468,-162.644,-446.03,14.22,699.54,1,7471.52,-11299.957,0,-1.1124,-1.46,23.79,13.028,6.4876,-1375.08,7.0338,3617.74,804.52,1.0818,-8.94,True
4.6494,1.3588,-191.54,1061.184,16.038,669,1,7202.62,-12919.92,1,-6.525,-1.46,11.752,12.312,9.53,-1652.4,7.4142,3494.04,166.97,2.2395,-10.88,True
3.6387,0.8614,-157.83188,1163.87,12.6306,982.65,1,7481.06,-13783.02,1,-4.581,-1.46,21.663,10.7384,5.716,-1314.72,7.374,3348.26,1016.87,4.593,-10.17,False
6.939,2.81,-213.96,1195.87,11.24571,950.19,0,7550.28,-11410.92,1,-2.9919,-0.46,15.738,9.7274,5.4358,-869.92,7.1787,3280.04,889.87,5.877,,False
4.2924,4.876,-171.08,860.27,11.05293,668.37,0,7412.838,-12312.42,1,-5.103,-1.46,23.07,11.276,5.5212,-1703.92,7.674,3497.34,585.77,5.394,,True
5.3664,0.723,-164.316,809.57,11.6751,313.17,0,7490.62,-12622.92,0,-2.6598,-0.46,17.9299,9.4034,9.51,-2694.72,5.487,4530.64,904.67,1.9113,-8.54,False
5.313,3.588,-168.33,1106.85,12.0477,957.84,1,7432.568,-11562.72,0,-3.069,-1.46,15.485,10.76,8.692,-1293.32,5.7528,3988.34,559.57,4.536,,True
4.2576,3.834,-168.67,84.47,12.7542,789.72,1,7408.5,-11977.92,1,-1.5159,-0.46,13.969,12.626,6.3734,-1651.62,6.9465,3378.05,550.57,13.041,-9.59,False
3.9903,8.232,-179.92,1921.67,17.439,824.13,1,7406.74,-17251.92,0,-1.3854,-1.46,24.15,11.078,5.26802,-1873.92,7.6191,3421.08,730.109,2.1408,,True
14.916,2.044,-161.022,1111.43,11.20749,2117.37,1,7439.458,-11387.97,1,-9.282,-1.46,14.168,9.6574,6.7784,-571.12,12.003,3421.52,808.03,1.3722,-11.86,True
7.845,4.012,-160.152,1208.47,11.5338,720.66,0,7443.34,-11674.02,0,-1.3287,-0.46,22.841,10.982,5.19004,-1675.84,10.851,3273.31,898.47,2.8917,-9.44,False
7.446,0.9966,-185.92,1067.564,11.8986,749.01,1,7561.92,-12047.82,1,-5.478,-1.46,19.501,10.735,8.558,-1850.72,5.8209,4084.74,-60.43,3.2481,,True
13.191,0.8616,-159.806,1145.18,12.6918,914.88,1,7146.02,-11444.58,1,-1.8996,-1.46,18.313,10.5036,5.3704,-1267.12,11.748,3440.34,1057.47,8.865,-10.03,True
3.8136,0.6998,-159.5024,1060.146,11.7636,885.042,0,8304.82,-12265.02,0,-8.046,-0.46,24.036,9.11362,5.9064,533.48,14.694,3350.6,1370.37,4.722,,False
5.5944,0.5716,-206.66,1151.41,12.9237,841.662,1,7365.66,-12781.62,0,-4.257,-0.46,14.878,10.283,6.5994,-1942.32,7.476,3605.84,-1363.93,3.0714,,True
4.3107,4.872,-170.342,1602.57,13.3707,821.91,1,7299.72,-14671.92,0,-1.0212,-1.46,8.562,10.126,6.5266,-2137.72,10.587,3451.23,580.97,6.93,,True
8.811,1.3908,-161.558,-906.03,11.5611,456.27,0,7437.27,-11558.64,0,-1.056,-0.46,13.176,10.1396,5.8824,-1994.72,14.103,3396.78,104.17,2.9877,,True
3.9534,0.5272,-165.174,1133.95,12.834,929.49,0,7400.98,-12520.32,0,-2.5116,-1.46,13.977,15.766,5.21174,-1473.66,5.8737,3888.94,-855.93,6.099,-10.56,True
7.002,3.392,-162.07,820.27,11.22837,680.91,1,7690.82,-11158.14,1,-2.8215,-1.46,23.726,12.256,6.973,-1408.8,13.23,3347.41,802,2.1552,,False
5.388,3.466,-170.832,1205.77,11.9397,841.479,1,7395.58,-12414.42,0,-1.7559,-0.46,18.145,10.5388,5.8648,-1687.54,6.5715,3655.84,571.27,2.3379,,True
4.1568,2.191,-180.28,656.47,13.7583,849.555,0,6804.22,-10302.72,1,-2.571,-1.46,19.466,12.152,6.5206,-1365.24,7.2849,3567.04,454.87,12.744,-12.13,True
5.1264,3.166,-168.846,493.87,11.5059,819.99,1,7452.92,-10128.72,1,-2.3208,-0.46,18.481,12.156,5.5846,-1359.46,5.3637,3119.64,530.57,10.635,-9.58,False
4.158,2.0212,-165.032,1165.67,13.1337,869.6772,1,7363,-14554.92,0,-3.6435,-0.46,16.1688,12.812,7.694,-1625.54,11.097,3439.14,390.57,9.042,-11.68,True
5.106,0.6382,-181,1034.53,11.5257,688.05,0,7411.534,-11944.62,0,-11.322,-0.46,22.917,10.6254,5.7088,-1745.12,5.8626,3343.23,-626.93,3.7242,-10.37,False
3.7263,0.548,-177.94,1342.97,14.166,969.6,1,7428.214,-13733.22,1,-3.3012,-0.46,16.6175,11.166,5.56,-1581.3,5.445,2368.54,-1687.93,3.2361,-8.15,False
6.636,0.515,-165.754,600.37,14.64,860.892,0,7435.83,-11175.9,0,-1.7793,-0.46,30.73,10.7574,7.0826,-1191.72,8.202,3393.81,2622.07,6.951,-8.37,False
5.715,1.8742,-210.42,692.77,11.07213,-1873.23,0,7428.024,-12739.62,0,-2.1597,-1.46,16.746,9.707,7.444,-3082.52,6.6006,3649.24,340.97,1.182,,True
5.6196,1.59,-183.56,1256.77,13.6218,952.02,1,7466.58,-12576.12,0,-2.3673,-1.46,22.669,10.2332,5.24024,-1746.12,9.507,3450.55,703.8,1.6902,,True
7.056,1.0744,-191.48,1158.14,11.12421,773.73,0,7311.38,-12011.82,1,-2.4621,-1.46,14.055,9.7204,8.356,-2677.52,5.8368,3225.94,-112.33,6.438,-9.34,False
3.45666,0.5592,-168.55,1055.852,11.025609,981.9,0,7416.92,-2845.92,0,-7.044,-0.46,11.887,10.9192,6.7782,-1210.52,5.6097,2901.54,-657.93,2.3676,,True
6.609,5.536,-178.98,1349.47,12.2139,874.527,0,7257.74,-12355.32,0,-1.9503,-1.46,15.386,10.2574,8.254,-1867.72,6.219,3720.64,722.5021,3.189,,False
3.9513,0.729,-165.688,1097.02,11.4633,891.474,1,7461.5,-10445.22,1,-3.3207,-1.46,13.082,9.8102,8.476,-1060.92,11.658,3342.98,-626.93,8.01,,False
5.7543,2.0484,-183.98,968.61,13.3431,776.76,0,7428.038,-11472.45,0,-5.052,-0.46,21.32,10.2752,5.5132,-1488.98,7.9203,3386.09,624.25,4.53,,False
7.995,2.868,-166.09,-587.03,11.10243,-3173.43,0,7417.76,-11356.14,1,-1.1454,-0.46,24.303,12,6.053,-1575.5,5.4741,3425.07,612.17,0.96522,-9.12,True
4.4202,1.477,-162.118,11.97,13.44,-532.53,1,7392.7,-12053.52,0,-1.2069,-0.46,16.714,9.6272,6.2412,-2246.32,5.8479,3262.44,229.07,1.3719,,True
4.569,5.63,-177.538,878.87,11.010096,159.87,1,7371.58,-10010.22,0,-4.38,-0.46,15.163,9.2728,7.58,34.68,5.7789,3237.44,617.37,1.2831,,True
14.322,1.0408,-166.72,1124.63,11.23917,1296.87,0,7256.08,-11276.805,1,-6.462,-0.46,24.091,10.8808,6.5938,-1311.92,10.758,3352.801,-342.93,1.6725,-12.57,True
6.663,1.2244,-171.826,1215.67,11.8887,929.28,0,7463.3,-11648.82,1,-2.6421,-1.46,14.032,10.2922,8.304,-1476.4,5.3595,2270.64,1192.17,2.418,-7.74,False
8.685,1.9502,-212.66,827.97,14.103,381.57,0,7443.814,-11721.72,1,-1.059,-1.46,18.0272,9.6502,10.102,-1808.32,5.4954,4430.64,655.25,1.1091,-8.66,True
7.863,0.6374,-165.674,-2115.03,12.9525,811.95,1,7344.5,-11313.543,1,-0.85473,-1.46,11.45,10.907,7.0636,-1523.634,10.491,3390.42,-1008.93,8.826,,False
8.367,0.9076,-170.918,396.77,11.11926,868.3713,0,7535.54,-11185.68,0,-1.4163,-1.46,18.298,9.8824,6.3248,-908.12,9.207,3489.84,-276.13,3.876,,True
9.099,1.329,-195.62,786.77,11.23053,744.3,1,7281.24,-11684.22,1,-2.5278,-0.46,10.398,11.1,5.176,-1777.12,7.2012,3562.34,375.37,6.333,,True
5.3946,0.762,-160.308,1084.93,11.21955,935.94,1,7421.356,-11340.21,0,-10.986,-1.46,21.338,11.456,7.954,-1248.32,6.3321,3420.61,1140.47,9.138,,False
4.9791,2.2598,-165,1127.22,11.017626,1000.77,0,7405.1,-11969.22,1,-4.005,-0.46,12.57,9.2676,6.2186,-1057.12,8.508,3310.66,912.57,1.6977,,False
7.71,3.934,-177.92,436.77,15.537,783.36,1,7364.58,-11222.88,1,-1.7694,-1.46,16.017,9.3182,5.8524,-552.32,5.625,4076.24,582.77,4.338,,True
9.408,0.6076,-168.434,1012.23,11.4339,877.878,1,7429.8754,-11237.97,0,-11.214,-1.46,15.013,11.29,7.934,-1221.92,5.6421,3967.04,1532.67,10.482,,True
5.0352,1.4896,-167.28,831.27,15.513,743.22,1,7418.26,-10632.12,0,-3.2583,-1.46,17.8542,9.2182,5.8538,-134.72,8.499,3355.348,203.87,3.6204,-9.96,False
3.6192,1.2446,-159.672,970.43,14.022,743.31,0,7441.098,-18673.92,0,-3.855,-0.46,14.705,10.1348,7.782,-1820.52,5.27367,5043.64,770.97,4.035,,False
3.9429,0.5388,-163.69,779.87,11.06664,584.64,0,7390.98,-14656.92,0,-3.795,-1.46,16.7309,9.3236,5.7708,-3874.52,6.1485,3186.44,2743.07,5.187,,False
4.3746,4.954,-166.744,1094.91,11.012063,1191.57,0,7653.42,-12502.02,1,-6.609,-0.46,13.363,14.808,5.5872,-1441.86,5.24499,7040.64,667.45,2.4579,,True
7.695,0.6878,-182.74,1676.57,13.9854,799.62,0,7085.82,-12159.42,1,-1.2174,-0.46,20.433,10.2274,5.5914,-2135.72,5.9694,3357.859,1445.57,5.202,-10.27,False
3.47679,1.883,-182.28,533.87,12.8589,816.33,1,7400.06,-11421.21,1,-1.2882,-0.46,15.264,9.8154,7.77,-1184.12,5.4783,4105.84,371.27,2.5935,,True
5.2542,5.264,-158.7602,-225.03,11.01444,323.97,1,7464.94,-11558.97,1,-1.2588,-0.46,8.125,9.6168,5.7866,-953.32,14.295,3430.32,755.2,1.239,-8.94,True
4.8324,2.494,-159.52,919.07,11.15292,857.481,1,7597.62,-11218.08,0,-4.71,-0.46,11.3,9.3922,7.72,-68.52,8.469,3488.04,840.67,2.9181,,False
6.558,1.671,-168.314,-331.03,11.5338,753.24,1,7422.032,-10916.22,0,-1.4052,-1.46,18.802,9.2922,5.451,348.48,6.6012,3763.04,209.67,3.7419,-9.61,True
5.2827,1.8698,-160.832,933.67,11.5872,332.67,1,7410.608,-12059.52,0,-5.427,-0.46,26.876,9.5834,6.5224,-2364.12,8.073,3331.99,776.34,2.3934,-8.97,False
4.2984,1.248,-165.536,1679.37,11.6751,882.72,1,7429.2098,-11785.62,1,-0.95691,-0.46,14.726,15.058,6.546,-1500.52,5.6712,3503.04,57.57,10.146,,True
7.755,0.8346,-172.808,845.67,11.03016,247.47,0,7373.62,-11551.38,1,-4.059,-1.46,16.3626,16.216,5.7122,-1580.8,7.9716,3298.13,1305.97,2.2323,,False
6.765,3.452,-174.684,757.07,11.04231,841.224,1,7449.948,-11278.464,0,-2.7045,-0.46,19.243,13.724,7.722,-1406.34,8.355,3482.44,834.57,3.6828,-9.6,False
10.71,3.166,-216.44,1033.95,13.1559,789.48,1,7331.76,-11604.72,1,-5.847,-0.46,16.8387,9.5862,5.4142,-1701.94,6.7989,3573.94,848.87,2.652,,True
4.4094,1.1202,-160.38,-406.03,11.06331,593.97,0,7440.934,-14245.32,1,-1.0506,-1.46,18.634,11.284,5.7508,-1994.32,7.1805,3569.54,-85.93,4.638,-8.34,True
3.8946,1.5828,-158.242,72.47,11.7162,703.08,0,7388.2,-13374.72,1,-1.2693,-1.46,4.94,12.896,9.806,-1597.74,7.5378,3377.38,818.09,4.83,,False
7.917,1.2408,-168.378,624.77,13.1445,740.76,1,7489.26,-11972.82,1,-1.1109,-0.46,24.825,15.97,6.932,-1655.46,6.8577,3565.14,-51.53,6.369,,True
4.0239,0.7658,-169.092,1400.97,17.19,291.27,1,7405.42,-16309.92,0,-1.2843,-1.46,13.62,10.9148,6.292,-1978.12,12.048,3426.58,-918.93,1.482,,True
5.3757,1.2238,-179.52,123.77,14.061,469.17,0,7448.316,-11622.42,0,-1.4727,-0.46,13.463,9.3216,6.9706,-2156.72,8.871,3441.14,120.87,2.5743,-11.72,True
6.759,1.6818,-185.62,1121.87,11.08239,865.419,1,7427.858,-12156.12,1,-6.045,-0.46,16.1417,9.596,6.7854,-2197.12,11.688,3433.8,330.77,2.4231,-12.64,True
5.0367,1.6606,-181.92,1079.34,11.4483,932.94,0,6941.42,-11813.52,1,-7.23,-1.46,17.8282,12.522,6.6886,-1377.94,5.26605,6392.64,474.67,8.454,,True
6.0171,2.696,-163.972,424.17,14.292,851.721,0,7424.422,-11239.62,1,-1.5771,-1.46,17.01444,10.4686,6.5264,-1162.92,8.316,3432.22,906.67,6.531,-10.27,True
6.615,0.44958,-161.976,1015.52,15.867,621.24,0,7445.606,-12129.72,0,-3.867,-0.46,19.099,11.356,7.706,-1792.92,6.5697,3653.24,-2582.93,2.8002,-10.14,True
3.9714,0.41812,-206.2,539.77,13.9728,824.34,1,7406.4,-10747.92,1,-1.5786,-1.46,14.657,10.8102,8.094,-1317.72,7.0074,3527.54,-2536.93,3.945,,True
4.6686,2.244,-233.64,1025.62,11.13072,866.583,0,7467.08,-12229.32,1,-4.764,-1.46,15.695,9.24,7.0016,-871.92,5.20947,5167.64,832.57,3.3429,-11.07,True
6.417,3.884,-176.726,-762.03,12.5184,195.87,1,6628.22,-11623.32,1,-1.2423,-0.46,14.034,10.4574,5.7066,-1904.32,12.984,3409.6,477.97,2.4501,,True
4.2282,2.516,-179.86,852.97,15.603,879.462,1,7416.828,-10554.72,0,-3.009,-1.46,14.938,10.7654,9.388,-1185.72,8.574,3547.74,340.57,6.324,-9.8,True
10.5,1.0574,-165.056,830.27,11.3448,838.2,0,7465.46,-11335.59,1,-4.053,-1.46,13.899,10.19,8.756,-1071.52,6.7098,3727.34,1309.77,5.661,-11.13,True
4.2291,0.9662,-177.094,967.91,16.698,143.67,1,5726.42,-13656.12,1,-5.976,-1.46,19.487,9.7366,5.5498,-2122.72,10.113,3466.04,172.07,1.6269,-11.05,True
